station_id,station_display_name,station_name,state,municipality,status,lat,lon,altitude_m,tipo_clima_didactico,color_clima,descripcion_corta,explicacion_clima,mensaje_para_ninos,temperatura_media_anual,temperatura_maxima_promedio,temperatura_minima_promedio,precipitacion_anual_promedio,year,month,month_name,date_month,precipitation_mm,tmax_c,tmin_c,tmean_c,days_expected,days_precip_observed,days_tmax_observed,days_tmin_observed,precip_source,tmax_source,tmin_source,data_status,demo_generated,source_file,note
15062,"Nevado De Toluca, México",NEVADO DE TOLUCA,MÉXICO,ZINACANTEPEC,OPERANDO,19.11861111,-99.78138889,4283.0,Frío,#5671B2,Lugar frío,Esta estación representa un lugar donde la temperatura se mantiene baja durante gran parte del año.,Aquí hace frío durante muchos meses.,6.0,12.4,-0.5,1159.4,2015,11,Noviembre,2015-11-01,23.0,9.8,-1.8,4.0,30,30.0,30.0,30.0,observado,observado,observado,observado,False,15062.txt,Dato mensual observado suficiente.
15062,"Nevado De Toluca, México",NEVADO DE TOLUCA,MÉXICO,ZINACANTEPEC,OPERANDO,19.11861111,-99.78138889,4283.0,Frío,#5671B2,Lugar frío,Esta estación representa un lugar donde la temperatura se mantiene baja durante gran parte del año.,Aquí hace frío durante muchos meses.,6.0,12.4,-0.5,1159.4,2015,12,Diciembre,2015-12-01,25.0,9.4,-3.4,3.0,31,31.0,31.0,31.0,observado,observado,observado,observado,False,15062.txt,Dato mensual observado suficiente.
15062,"Nevado De Toluca, México",NEVADO DE TOLUCA,MÉXICO,ZINACANTEPEC,OPERANDO,19.11861111,-99.78138889,4283.0,Frío,#5671B2,Lugar frío,Esta estación representa un lugar donde la temperatura se mantiene baja durante gran parte del año.,Aquí hace frío durante muchos meses.,6.0,12.4,-0.5,1159.4,2016,1,Enero,2016-01-01,7.6,6.6,-4.3,1.1,31,31.0,31.0,31.0,observado,observado,observado,observado,False,15062.txt,Dato mensual observado suficiente.
15062,"Nevado De Toluca, México",NEVADO DE TOLUCA,MÉXICO,ZINACANTEPEC,OPERANDO,19.11861111,-99.78138889,4283.0,Frío,#5671B2,Lugar frío,Esta estación representa un lugar donde la temperatura se mantiene baja durante gran parte del año.,Aquí hace frío durante muchos meses.,6.0,12.4,-0.5,1159.4,2016,2,Febrero,2016-02-01,4.9,9.2,-4.1,2.6,29,29.0,29.0,29.0,observado,observado,observado,observado,False,15062.txt,Dato mensual observado suficiente.
15062,"Nevado De Toluca, México",NEVADO DE TOLUCA,MÉXICO,ZINACANTEPEC,OPERANDO,19.11861111,-99.78138889,4283.0,Frío,#5671B2,Lugar frío,Esta estación representa un lugar donde la temperatura se mantiene baja durante gran parte del año.,Aquí hace frío durante muchos meses.,6.0,12.4,-0.5,1159.4,2016,3,Marzo,2016-03-01,8.0,10.5,-4.6,2.9,31,31.0,31.0,31.0,observado,observado,observado,observado,False,15062.txt,Dato mensual observado suficiente.
15062,"Nevado De Toluca, México",NEVADO DE TOLUCA,MÉXICO,ZINACANTEPEC,OPERANDO,19.11861111,-99.78138889,4283.0,Frío,#5671B2,Lugar frío,Esta estación representa un lugar donde la temperatura se mantiene baja durante gran parte del año.,Aquí hace frío durante muchos meses.,6.0,12.4,-0.5,1159.4,2016,4,Abril,2016-04-01,11.5,11.5,-3.1,4.2,30,29.0,30.0,30.0,observado,observado,observado,observado,False,15062.txt,Dato mensual observado suficiente.
15062,"Nevado De Toluca, México",NEVADO DE TOLUCA,MÉXICO,ZINACANTEPEC,OPERANDO,19.11861111,-99.78138889,4283.0,Frío,#5671B2,Lugar frío,Esta estación representa un lugar donde la temperatura se mantiene baja durante gran parte del año.,Aquí hace frío durante muchos meses.,6.0,12.4,-0.5,1159.4,2016,5,Mayo,2016-05-01,159.7,12.4,1.5,7.0,31,31.0,31.0,31.0,observado,observado,observado,observado,False,15062.txt,Dato mensual observado suficiente.
15062,"Nevado De Toluca, México",NEVADO DE TOLUCA,MÉXICO,ZINACANTEPEC,OPERANDO,19.11861111,-99.78138889,4283.0,Frío,#5671B2,Lugar frío,Esta estación representa un lugar donde la temperatura se mantiene baja durante gran parte del año.,Aquí hace frío durante muchos meses.,6.0,12.4,-0.5,1159.4,2016,6,Junio,2016-06-01,179.9,8.9,0.6,4.8,30,30.0,30.0,30.0,observado,observado,observado,observado,False,15062.txt,Dato mensual observado suficiente.
15062,"Nevado De Toluca, México",NEVADO DE TOLUCA,MÉXICO,ZINACANTEPEC,OPERANDO,19.11861111,-99.78138889,4283.0,Frío,#5671B2,Lugar frío,Esta estación representa un lugar donde la temperatura se mantiene baja durante gran parte del año.,Aquí hace frío durante muchos meses.,6.0,12.4,-0.5,1159.4,2016,7,Julio,2016-07-01,201.1,10.9,0.9,5.9,31,31.0,29.0,29.0,observado,observado,observado,observado,False,15062.txt,Dato mensual observado suficiente.
15062,"Nevado De Toluca, México",NEVADO DE TOLUCA,MÉXICO,ZINACANTEPEC,OPERANDO,19.11861111,-99.78138889,4283.0,Frío,#5671B2,Lugar frío,Esta estación representa un lugar donde la temperatura se mantiene baja durante gran parte del año.,Aquí hace frío durante muchos meses.,6.0,12.4,-0.5,1159.4,2016,8,Agosto,2016-08-01,253.0,9.0,1.3,5.2,31,31.0,31.0,31.0,observado,observado,observado,observado,False,15062.txt,Dato mensual observado suficiente.
15062,"Nevado De Toluca, México",NEVADO DE TOLUCA,MÉXICO,ZINACANTEPEC,OPERANDO,19.11861111,-99.78138889,4283.0,Frío,#5671B2,Lugar frío,Esta estación representa un lugar donde la temperatura se mantiene baja durante gran parte del año.,Aquí hace frío durante muchos meses.,6.0,12.4,-0.5,1159.4,2016,9,Septiembre,2016-09-01,229.3,9.6,1.0,5.3,30,30.0,30.0,30.0,observado,observado,observado,observado,False,15062.txt,Dato mensual observado suficiente.
15062,"Nevado De Toluca, México",NEVADO DE TOLUCA,MÉXICO,ZINACANTEPEC,OPERANDO,19.11861111,-99.78138889,4283.0,Frío,#5671B2,Lugar frío,Esta estación representa un lugar donde la temperatura se mantiene baja durante gran parte del año.,Aquí hace frío durante muchos meses.,6.0,12.4,-0.5,1159.4,2016,10,Octubre,2016-10-01,64.5,7.7,-1.2,3.3,31,31.0,31.0,31.0,observado,observado,observado,observado,False,15062.txt,Dato mensual observado suficiente.
15062,"Nevado De Toluca, México",NEVADO DE TOLUCA,MÉXICO,ZINACANTEPEC,OPERANDO,19.11861111,-99.78138889,4283.0,Frío,#5671B2,Lugar frío,Esta estación representa un lugar donde la temperatura se mantiene baja durante gran parte del año.,Aquí hace frío durante muchos meses.,6.0,12.4,-0.5,1159.4,2016,11,Noviembre,2016-11-01,91.0,9.1,-2.7,3.2,30,29.0,30.0,30.0,observado,observado,observado,observado,False,15062.txt,Dato mensual observado suficiente.
15062,"Nevado De Toluca, México",NEVADO DE TOLUCA,MÉXICO,ZINACANTEPEC,OPERANDO,19.11861111,-99.78138889,4283.0,Frío,#5671B2,Lugar frío,Esta estación representa un lugar donde la temperatura se mantiene baja durante gran parte del año.,Aquí hace frío durante muchos meses.,6.0,12.4,-0.5,1159.4,2016,12,Diciembre,2016-12-01,0.0,9.0,-2.6,3.2,31,31.0,31.0,31.0,observado,observado,observado,observado,False,15062.txt,Dato mensual observado suficiente.
15062,"Nevado De Toluca, México",NEVADO DE TOLUCA,MÉXICO,ZINACANTEPEC,OPERANDO,19.11861111,-99.78138889,4283.0,Frío,#5671B2,Lugar frío,Esta estación representa un lugar donde la temperatura se mantiene baja durante gran parte del año.,Aquí hace frío durante muchos meses.,6.0,12.4,-0.5,1159.4,2017,1,Enero,2017-01-01,0.0,9.9,-3.1,3.4,31,31.0,31.0,31.0,observado,observado,observado,observado,False,15062.txt,Dato mensual observado suficiente.
15062,"Nevado De Toluca, México",NEVADO DE TOLUCA,MÉXICO,ZINACANTEPEC,OPERANDO,19.11861111,-99.78138889,4283.0,Frío,#5671B2,Lugar frío,Esta estación representa un lugar donde la temperatura se mantiene baja durante gran parte del año.,Aquí hace frío durante muchos meses.,6.0,12.4,-0.5,1159.4,2017,2,Febrero,2017-02-01,0.0,8.8,-3.3,2.8,28,27.0,27.0,27.0,observado,observado,observado,observado,False,15062.txt,Dato mensual observado suficiente.
15062,"Nevado De Toluca, México",NEVADO DE TOLUCA,MÉXICO,ZINACANTEPEC,OPERANDO,19.11861111,-99.78138889,4283.0,Frío,#5671B2,Lugar frío,Esta estación representa un lugar donde la temperatura se mantiene baja durante gran parte del año.,Aquí hace frío durante muchos meses.,6.0,12.4,-0.5,1159.4,2017,3,Marzo,2017-03-01,59.1,9.0,-2.0,3.5,31,30.0,29.0,29.0,observado,observado,observado,observado,False,15062.txt,Dato mensual observado suficiente.
15062,"Nevado De Toluca, México",NEVADO DE TOLUCA,MÉXICO,ZINACANTEPEC,OPERANDO,19.11861111,-99.78138889,4283.0,Frío,#5671B2,Lugar frío,Esta estación representa un lugar donde la temperatura se mantiene baja durante gran parte del año.,Aquí hace frío durante muchos meses.,6.0,12.4,-0.5,1159.4,2017,4,Abril,2017-04-01,0.0,10.0,-1.0,4.5,30,30.0,30.0,30.0,observado,observado,observado,observado,False,15062.txt,Dato mensual observado suficiente.
15062,"Nevado De Toluca, México",NEVADO DE TOLUCA,MÉXICO,ZINACANTEPEC,OPERANDO,19.11861111,-99.78138889,4283.0,Frío,#5671B2,Lugar frío,Esta estación representa un lugar donde la temperatura se mantiene baja durante gran parte del año.,Aquí hace frío durante muchos meses.,6.0,12.4,-0.5,1159.4,2017,5,Mayo,2017-05-01,80.1,11.7,0.2,5.9,31,31.0,31.0,31.0,observado,observado,observado,observado,False,15062.txt,Dato mensual observado suficiente.
15062,"Nevado De Toluca, México",NEVADO DE TOLUCA,MÉXICO,ZINACANTEPEC,OPERANDO,19.11861111,-99.78138889,4283.0,Frío,#5671B2,Lugar frío,Esta estación representa un lugar donde la temperatura se mantiene baja durante gran parte del año.,Aquí hace frío durante muchos meses.,6.0,12.4,-0.5,1159.4,2017,6,Junio,2017-06-01,167.6,10.7,2.4,6.5,30,30.0,30.0,30.0,observado,observado,observado,observado,False,15062.txt,Dato mensual observado suficiente.
15062,"Nevado De Toluca, México",NEVADO DE TOLUCA,MÉXICO,ZINACANTEPEC,OPERANDO,19.11861111,-99.78138889,4283.0,Frío,#5671B2,Lugar frío,Esta estación representa un lugar donde la temperatura se mantiene baja durante gran parte del año.,Aquí hace frío durante muchos meses.,6.0,12.4,-0.5,1159.4,2017,7,Julio,2017-07-01,190.9,10.0,2.1,6.1,31,31.0,31.0,31.0,observado,observado,observado,observado,False,15062.txt,Dato mensual observado suficiente.
15062,"Nevado De Toluca, México",NEVADO DE TOLUCA,MÉXICO,ZINACANTEPEC,OPERANDO,19.11861111,-99.78138889,4283.0,Frío,#5671B2,Lugar frío,Esta estación representa un lugar donde la temperatura se mantiene baja durante gran parte del año.,Aquí hace frío durante muchos meses.,6.0,12.4,-0.5,1159.4,2017,8,Agosto,2017-08-01,302.9,10.7,1.8,6.3,31,31.0,31.0,31.0,observado,observado,observado,observado,False,15062.txt,Dato mensual observado suficiente.
15062,"Nevado De Toluca, México",NEVADO DE TOLUCA,MÉXICO,ZINACANTEPEC,OPERANDO,19.11861111,-99.78138889,4283.0,Frío,#5671B2,Lugar frío,Esta estación representa un lugar donde la temperatura se mantiene baja durante gran parte del año.,Aquí hace frío durante muchos meses.,6.0,12.4,-0.5,1159.4,2017,9,Septiembre,2017-09-01,222.2,9.8,1.2,5.5,30,30.0,30.0,30.0,observado,observado,observado,observado,False,15062.txt,Dato mensual observado suficiente.
15062,"Nevado De Toluca, México",NEVADO DE TOLUCA,MÉXICO,ZINACANTEPEC,OPERANDO,19.11861111,-99.78138889,4283.0,Frío,#5671B2,Lugar frío,Esta estación representa un lugar donde la temperatura se mantiene baja durante gran parte del año.,Aquí hace frío durante muchos meses.,6.0,12.4,-0.5,1159.4,2017,10,Octubre,2017-10-01,106.8,9.7,-2.8,3.5,31,31.0,31.0,31.0,observado,observado,observado,observado,False,15062.txt,Dato mensual observado suficiente.
15062,"Nevado De Toluca, México",NEVADO DE TOLUCA,MÉXICO,ZINACANTEPEC,OPERANDO,19.11861111,-99.78138889,4283.0,Frío,#5671B2,Lugar frío,Esta estación representa un lugar donde la temperatura se mantiene baja durante gran parte del año.,Aquí hace frío durante muchos meses.,6.0,12.4,-0.5,1159.4,2017,11,Noviembre,2017-11-01,0.0,10.9,-3.1,3.9,30,30.0,30.0,30.0,observado,observado,observado,observado,False,15062.txt,Dato mensual observado suficiente.
15062,"Nevado De Toluca, México",NEVADO DE TOLUCA,MÉXICO,ZINACANTEPEC,OPERANDO,19.11861111,-99.78138889,4283.0,Frío,#5671B2,Lugar frío,Esta estación representa un lugar donde la temperatura se mantiene baja durante gran parte del año.,Aquí hace frío durante muchos meses.,6.0,12.4,-0.5,1159.4,2017,12,Diciembre,2017-12-01,0.0,9.7,-3.5,3.1,31,31.0,31.0,31.0,observado,observado,observado,observado,False,15062.txt,Dato mensual observado suficiente.
15062,"Nevado De Toluca, México",NEVADO DE TOLUCA,MÉXICO,ZINACANTEPEC,OPERANDO,19.11861111,-99.78138889,4283.0,Frío,#5671B2,Lugar frío,Esta estación representa un lugar donde la temperatura se mantiene baja durante gran parte del año.,Aquí hace frío durante muchos meses.,6.0,12.4,-0.5,1159.4,2018,1,Enero,2018-01-01,9.0,8.0,-3.5,2.3,31,31.0,31.0,31.0,observado,observado,observado,observado,False,15062.txt,Dato mensual observado suficiente.
15062,"Nevado De Toluca, México",NEVADO DE TOLUCA,MÉXICO,ZINACANTEPEC,OPERANDO,19.11861111,-99.78138889,4283.0,Frío,#5671B2,Lugar frío,Esta estación representa un lugar donde la temperatura se mantiene baja durante gran parte del año.,Aquí hace frío durante muchos meses.,6.0,12.4,-0.5,1159.4,2018,2,Febrero,2018-02-01,0.0,7.9,-3.2,2.3,28,28.0,28.0,28.0,observado,observado,observado,observado,False,15062.txt,Dato mensual observado suficiente.
15062,"Nevado De Toluca, México",NEVADO DE TOLUCA,MÉXICO,ZINACANTEPEC,OPERANDO,19.11861111,-99.78138889,4283.0,Frío,#5671B2,Lugar frío,Esta estación representa un lugar donde la temperatura se mantiene baja durante gran parte del año.,Aquí hace frío durante muchos meses.,6.0,12.4,-0.5,1159.4,2018,3,Marzo,2018-03-01,3.0,10.4,-1.0,4.7,31,31.0,31.0,31.0,observado,observado,observado,observado,False,15062.txt,Dato mensual observado suficiente.
15062,"Nevado De Toluca, México",NEVADO DE TOLUCA,MÉXICO,ZINACANTEPEC,OPERANDO,19.11861111,-99.78138889,4283.0,Frío,#5671B2,Lugar frío,Esta estación representa un lugar donde la temperatura se mantiene baja durante gran parte del año.,Aquí hace frío durante muchos meses.,6.0,12.4,-0.5,1159.4,2018,4,Abril,2018-04-01,28.4,11.7,-1.8,4.9,30,30.0,30.0,30.0,observado,observado,observado,observado,False,15062.txt,Dato mensual observado suficiente.
15062,"Nevado De Toluca, México",NEVADO DE TOLUCA,MÉXICO,ZINACANTEPEC,OPERANDO,19.11861111,-99.78138889,4283.0,Frío,#5671B2,Lugar frío,Esta estación representa un lugar donde la temperatura se mantiene baja durante gran parte del año.,Aquí hace frío durante muchos meses.,6.0,12.4,-0.5,1159.4,2018,5,Mayo,2018-05-01,209.5,10.6,-2.2,4.2,31,31.0,31.0,31.0,observado,observado,observado,observado,False,15062.txt,Dato mensual observado suficiente.
15062,"Nevado De Toluca, México",NEVADO DE TOLUCA,MÉXICO,ZINACANTEPEC,OPERANDO,19.11861111,-99.78138889,4283.0,Frío,#5671B2,Lugar frío,Esta estación representa un lugar donde la temperatura se mantiene baja durante gran parte del año.,Aquí hace frío durante muchos meses.,6.0,12.4,-0.5,1159.4,2018,6,Junio,2018-06-01,230.3,10.6,-2.0,4.3,30,30.0,30.0,30.0,observado,observado,observado,observado,False,15062.txt,Dato mensual observado suficiente.
15062,"Nevado De Toluca, México",NEVADO DE TOLUCA,MÉXICO,ZINACANTEPEC,OPERANDO,19.11861111,-99.78138889,4283.0,Frío,#5671B2,Lugar frío,Esta estación representa un lugar donde la temperatura se mantiene baja durante gran parte del año.,Aquí hace frío durante muchos meses.,6.0,12.4,-0.5,1159.4,2018,7,Julio,2018-07-01,145.0,9.4,-1.1,4.2,31,31.0,31.0,31.0,observado,observado,observado,observado,False,15062.txt,Dato mensual observado suficiente.
15062,"Nevado De Toluca, México",NEVADO DE TOLUCA,MÉXICO,ZINACANTEPEC,OPERANDO,19.11861111,-99.78138889,4283.0,Frío,#5671B2,Lugar frío,Esta estación representa un lugar donde la temperatura se mantiene baja durante gran parte del año.,Aquí hace frío durante muchos meses.,6.0,12.4,-0.5,1159.4,2018,8,Agosto,2018-08-01,230.0,9.4,-1.7,3.8,31,31.0,31.0,31.0,observado,observado,observado,observado,False,15062.txt,Dato mensual observado suficiente.
15062,"Nevado De Toluca, México",NEVADO DE TOLUCA,MÉXICO,ZINACANTEPEC,OPERANDO,19.11861111,-99.78138889,4283.0,Frío,#5671B2,Lugar frío,Esta estación representa un lugar donde la temperatura se mantiene baja durante gran parte del año.,Aquí hace frío durante muchos meses.,6.0,12.4,-0.5,1159.4,2018,9,Septiembre,2018-09-01,185.0,9.3,-2.6,3.4,30,30.0,30.0,30.0,observado,observado,observado,observado,False,15062.txt,Dato mensual observado suficiente.
15062,"Nevado De Toluca, México",NEVADO DE TOLUCA,MÉXICO,ZINACANTEPEC,OPERANDO,19.11861111,-99.78138889,4283.0,Frío,#5671B2,Lugar frío,Esta estación representa un lugar donde la temperatura se mantiene baja durante gran parte del año.,Aquí hace frío durante muchos meses.,6.0,12.4,-0.5,1159.4,2018,10,Octubre,2018-10-01,165.0,8.8,-3.4,2.7,31,31.0,31.0,31.0,observado,observado,observado,observado,False,15062.txt,Dato mensual observado suficiente.
15062,"Nevado De Toluca, México",NEVADO DE TOLUCA,MÉXICO,ZINACANTEPEC,OPERANDO,19.11861111,-99.78138889,4283.0,Frío,#5671B2,Lugar frío,Esta estación representa un lugar donde la temperatura se mantiene baja durante gran parte del año.,Aquí hace frío durante muchos meses.,6.0,12.4,-0.5,1159.4,2018,11,Noviembre,2018-11-01,26.0,10.1,-2.2,4.0,30,30.0,30.0,30.0,observado,observado,observado,observado,False,15062.txt,Dato mensual observado suficiente.
15062,"Nevado De Toluca, México",NEVADO DE TOLUCA,MÉXICO,ZINACANTEPEC,OPERANDO,19.11861111,-99.78138889,4283.0,Frío,#5671B2,Lugar frío,Esta estación representa un lugar donde la temperatura se mantiene baja durante gran parte del año.,Aquí hace frío durante muchos meses.,6.0,12.4,-0.5,1159.4,2018,12,Diciembre,2018-12-01,0.0,9.2,-3.0,3.1,31,31.0,31.0,31.0,observado,observado,observado,observado,False,15062.txt,Dato mensual observado suficiente.
15062,"Nevado De Toluca, México",NEVADO DE TOLUCA,MÉXICO,ZINACANTEPEC,OPERANDO,19.11861111,-99.78138889,4283.0,Frío,#5671B2,Lugar frío,Esta estación representa un lugar donde la temperatura se mantiene baja durante gran parte del año.,Aquí hace frío durante muchos meses.,6.0,12.4,-0.5,1159.4,2019,1,Enero,2019-01-01,14.0,8.5,-2.8,2.9,31,31.0,31.0,31.0,observado,observado,observado,observado,False,15062.txt,Dato mensual observado suficiente.
15062,"Nevado De Toluca, México",NEVADO DE TOLUCA,MÉXICO,ZINACANTEPEC,OPERANDO,19.11861111,-99.78138889,4283.0,Frío,#5671B2,Lugar frío,Esta estación representa un lugar donde la temperatura se mantiene baja durante gran parte del año.,Aquí hace frío durante muchos meses.,6.0,12.4,-0.5,1159.4,2019,2,Febrero,2019-02-01,7.0,10.5,-1.8,4.4,28,28.0,28.0,28.0,observado,observado,observado,observado,False,15062.txt,Dato mensual observado suficiente.
15062,"Nevado De Toluca, México",NEVADO DE TOLUCA,MÉXICO,ZINACANTEPEC,OPERANDO,19.11861111,-99.78138889,4283.0,Frío,#5671B2,Lugar frío,Esta estación representa un lugar donde la temperatura se mantiene baja durante gran parte del año.,Aquí hace frío durante muchos meses.,6.0,12.4,-0.5,1159.4,2019,3,Marzo,2019-03-01,0.0,13.4,0.6,7.0,31,30.0,29.0,29.0,observado,observado,observado,observado,False,15062.txt,Dato mensual observado suficiente.
15062,"Nevado De Toluca, México",NEVADO DE TOLUCA,MÉXICO,ZINACANTEPEC,OPERANDO,19.11861111,-99.78138889,4283.0,Frío,#5671B2,Lugar frío,Esta estación representa un lugar donde la temperatura se mantiene baja durante gran parte del año.,Aquí hace frío durante muchos meses.,6.0,12.4,-0.5,1159.4,2019,4,Abril,2019-04-01,0.0,13.1,1.1,7.1,30,30.0,30.0,30.0,observado,observado,observado,observado,False,15062.txt,Dato mensual observado suficiente.
15062,"Nevado De Toluca, México",NEVADO DE TOLUCA,MÉXICO,ZINACANTEPEC,OPERANDO,19.11861111,-99.78138889,4283.0,Frío,#5671B2,Lugar frío,Esta estación representa un lugar donde la temperatura se mantiene baja durante gran parte del año.,Aquí hace frío durante muchos meses.,6.0,12.4,-0.5,1159.4,2019,5,Mayo,2019-05-01,36.7,12.4,2.1,7.2,31,31.0,31.0,31.0,observado,observado,observado,observado,False,15062.txt,Dato mensual observado suficiente.
15062,"Nevado De Toluca, México",NEVADO DE TOLUCA,MÉXICO,ZINACANTEPEC,OPERANDO,19.11861111,-99.78138889,4283.0,Frío,#5671B2,Lugar frío,Esta estación representa un lugar donde la temperatura se mantiene baja durante gran parte del año.,Aquí hace frío durante muchos meses.,6.0,12.4,-0.5,1159.4,2019,6,Junio,2019-06-01,232.0,11.1,1.4,6.3,30,30.0,30.0,30.0,observado,observado,observado,observado,False,15062.txt,Dato mensual observado suficiente.
15062,"Nevado De Toluca, México",NEVADO DE TOLUCA,MÉXICO,ZINACANTEPEC,OPERANDO,19.11861111,-99.78138889,4283.0,Frío,#5671B2,Lugar frío,Esta estación representa un lugar donde la temperatura se mantiene baja durante gran parte del año.,Aquí hace frío durante muchos meses.,6.0,12.4,-0.5,1159.4,2019,7,Julio,2019-07-01,219.0,9.9,-0.3,4.8,31,31.0,31.0,31.0,observado,observado,observado,observado,False,15062.txt,Dato mensual observado suficiente.
15062,"Nevado De Toluca, México",NEVADO DE TOLUCA,MÉXICO,ZINACANTEPEC,OPERANDO,19.11861111,-99.78138889,4283.0,Frío,#5671B2,Lugar frío,Esta estación representa un lugar donde la temperatura se mantiene baja durante gran parte del año.,Aquí hace frío durante muchos meses.,6.0,12.4,-0.5,1159.4,2019,8,Agosto,2019-08-01,181.1,9.4,1.9,5.6,31,31.0,31.0,31.0,observado,observado,observado,observado,False,15062.txt,Dato mensual observado suficiente.
